starttime	seconds	ctime	dtime	ttime	wait
Fri Dec 08 00:02:28 2023	1702022548	1	2	3	2
Fri Dec 08 00:02:33 2023	1702022553	1	2	3	2
Fri Dec 08 00:02:25 2023	1702022545	0	2	3	2
Fri Dec 08 00:02:25 2023	1702022545	1	2	3	2
Fri Dec 08 00:02:31 2023	1702022551	1	2	3	2
Fri Dec 08 00:02:30 2023	1702022550	0	2	3	2
Fri Dec 08 00:02:31 2023	1702022551	0	2	3	2
Fri Dec 08 00:02:29 2023	1702022549	0	2	3	2
Fri Dec 08 00:02:27 2023	1702022547	1	2	3	2
Fri Dec 08 00:02:30 2023	1702022550	0	2	3	2
Fri Dec 08 00:02:31 2023	1702022551	1	2	3	2
Fri Dec 08 00:02:29 2023	1702022549	1	2	3	2
Fri Dec 08 00:02:33 2023	1702022553	1	2	3	2
Fri Dec 08 00:02:31 2023	1702022551	0	2	3	2
Fri Dec 08 00:02:29 2023	1702022549	0	2	3	2
Fri Dec 08 00:02:30 2023	1702022550	1	2	3	2
Fri Dec 08 00:02:27 2023	1702022547	1	2	3	2
Fri Dec 08 00:02:24 2023	1702022544	0	2	3	2
Fri Dec 08 00:02:30 2023	1702022550	0	2	3	2
Fri Dec 08 00:02:30 2023	1702022550	1	2	3	2
Fri Dec 08 00:02:32 2023	1702022552	1	2	3	2
Fri Dec 08 00:02:31 2023	1702022551	1	2	3	2
Fri Dec 08 00:02:28 2023	1702022548	1	2	3	2
Fri Dec 08 00:02:31 2023	1702022551	0	2	3	2
Fri Dec 08 00:02:26 2023	1702022546	1	2	3	1
Fri Dec 08 00:02:32 2023	1702022552	0	2	3	2
Fri Dec 08 00:02:29 2023	1702022549	0	2	3	2
Fri Dec 08 00:02:26 2023	1702022546	1	2	3	2
Fri Dec 08 00:02:27 2023	1702022547	1	2	3	2
Fri Dec 08 00:02:32 2023	1702022552	1	2	3	2
Fri Dec 08 00:02:21 2023	1702022541	1	2	3	2
Fri Dec 08 00:02:27 2023	1702022547	0	2	3	2
Fri Dec 08 00:02:32 2023	1702022552	1	2	3	2
Fri Dec 08 00:02:28 2023	1702022548	1	2	3	2
Fri Dec 08 00:02:31 2023	1702022551	1	2	3	2
Fri Dec 08 00:02:32 2023	1702022552	1	2	3	2
Fri Dec 08 00:02:32 2023	1702022552	1	2	3	2
Fri Dec 08 00:02:31 2023	1702022551	1	2	3	2
Fri Dec 08 00:02:20 2023	1702022540	0	2	3	2
Fri Dec 08 00:02:31 2023	1702022551	0	2	3	2
Fri Dec 08 00:02:29 2023	1702022549	1	2	3	1
Fri Dec 08 00:02:32 2023	1702022552	1	2	3	2
Fri Dec 08 00:02:32 2023	1702022552	0	2	3	2
Fri Dec 08 00:02:30 2023	1702022550	0	2	3	2
Fri Dec 08 00:02:30 2023	1702022550	1	2	3	2
Fri Dec 08 00:02:26 2023	1702022546	1	2	3	2
Fri Dec 08 00:02:32 2023	1702022552	0	2	3	2
Fri Dec 08 00:02:33 2023	1702022553	0	2	3	2
Fri Dec 08 00:02:30 2023	1702022550	1	2	3	2
Fri Dec 08 00:02:27 2023	1702022547	1	2	3	2
Fri Dec 08 00:02:24 2023	1702022544	1	2	3	2
Fri Dec 08 00:02:27 2023	1702022547	1	2	3	2
Fri Dec 08 00:02:32 2023	1702022552	1	2	3	2
Fri Dec 08 00:02:30 2023	1702022550	1	2	3	2
Fri Dec 08 00:02:29 2023	1702022549	0	2	3	2
Fri Dec 08 00:02:30 2023	1702022550	1	2	3	2
Fri Dec 08 00:02:31 2023	1702022551	1	2	3	2
Fri Dec 08 00:02:30 2023	1702022550	1	2	3	2
Fri Dec 08 00:02:33 2023	1702022553	1	2	3	2
Fri Dec 08 00:02:24 2023	1702022544	1	2	3	2
Fri Dec 08 00:02:21 2023	1702022541	1	2	3	2
Fri Dec 08 00:02:30 2023	1702022550	0	2	3	2
Fri Dec 08 00:02:31 2023	1702022551	0	2	3	2
Fri Dec 08 00:02:31 2023	1702022551	1	2	3	2
Fri Dec 08 00:02:27 2023	1702022547	0	2	3	2
Fri Dec 08 00:02:31 2023	1702022551	0	2	3	2
Fri Dec 08 00:02:27 2023	1702022547	1	2	3	2
Fri Dec 08 00:02:28 2023	1702022548	1	2	3	2
Fri Dec 08 00:02:30 2023	1702022550	0	2	3	2
Fri Dec 08 00:02:24 2023	1702022544	1	2	3	2
Fri Dec 08 00:02:30 2023	1702022550	0	2	3	2
Fri Dec 08 00:02:31 2023	1702022551	1	2	3	2
Fri Dec 08 00:02:30 2023	1702022550	0	2	3	2
Fri Dec 08 00:02:32 2023	1702022552	1	2	3	2
Fri Dec 08 00:02:28 2023	1702022548	0	2	3	2
Fri Dec 08 00:02:27 2023	1702022547	1	2	3	2
Fri Dec 08 00:02:27 2023	1702022547	0	2	3	2
Fri Dec 08 00:02:27 2023	1702022547	0	2	3	2
Fri Dec 08 00:02:33 2023	1702022553	0	2	3	2
Fri Dec 08 00:02:26 2023	1702022546	1	2	3	2
Fri Dec 08 00:02:23 2023	1702022543	1	2	3	2
Fri Dec 08 00:02:30 2023	1702022550	1	2	3	2
Fri Dec 08 00:02:28 2023	1702022548	1	2	3	2
Fri Dec 08 00:02:28 2023	1702022548	0	2	3	2
Fri Dec 08 00:02:33 2023	1702022553	0	2	3	2
Fri Dec 08 00:02:24 2023	1702022544	1	2	3	1
Fri Dec 08 00:02:28 2023	1702022548	1	2	3	2
Fri Dec 08 00:02:30 2023	1702022550	1	2	3	2
Fri Dec 08 00:02:31 2023	1702022551	0	2	3	2
Fri Dec 08 00:02:33 2023	1702022553	0	2	3	2
Fri Dec 08 00:02:33 2023	1702022553	0	2	3	2
Fri Dec 08 00:02:28 2023	1702022548	0	2	3	2
Fri Dec 08 00:02:31 2023	1702022551	0	2	3	2
Fri Dec 08 00:02:22 2023	1702022542	1	2	3	2
Fri Dec 08 00:02:26 2023	1702022546	1	2	3	2
Fri Dec 08 00:02:32 2023	1702022552	1	2	3	2
Fri Dec 08 00:02:30 2023	1702022550	0	2	3	2
Fri Dec 08 00:02:32 2023	1702022552	0	2	3	2
Fri Dec 08 00:02:28 2023	1702022548	0	2	3	2
Fri Dec 08 00:02:26 2023	1702022546	0	2	3	2
Fri Dec 08 00:02:29 2023	1702022549	0	2	3	2
Fri Dec 08 00:02:31 2023	1702022551	1	2	3	2
Fri Dec 08 00:02:22 2023	1702022542	0	2	3	2
Fri Dec 08 00:02:28 2023	1702022548	1	2	3	2
Fri Dec 08 00:02:22 2023	1702022542	1	2	3	2
Fri Dec 08 00:02:25 2023	1702022545	1	2	3	2
Fri Dec 08 00:02:25 2023	1702022545	0	2	3	2
Fri Dec 08 00:02:32 2023	1702022552	1	2	3	2
Fri Dec 08 00:02:32 2023	1702022552	1	2	3	2
Fri Dec 08 00:02:32 2023	1702022552	1	2	3	2
Fri Dec 08 00:02:24 2023	1702022544	1	2	3	2
Fri Dec 08 00:02:28 2023	1702022548	1	2	3	2
Fri Dec 08 00:02:26 2023	1702022546	0	2	3	2
Fri Dec 08 00:02:28 2023	1702022548	0	2	3	2
Fri Dec 08 00:02:30 2023	1702022550	0	2	3	2
Fri Dec 08 00:02:30 2023	1702022550	1	2	3	2
Fri Dec 08 00:02:26 2023	1702022546	0	2	3	2
Fri Dec 08 00:02:31 2023	1702022551	1	2	3	2
Fri Dec 08 00:02:32 2023	1702022552	1	2	3	2
Fri Dec 08 00:02:28 2023	1702022548	1	2	3	2
Fri Dec 08 00:02:31 2023	1702022551	1	2	3	2
Fri Dec 08 00:02:24 2023	1702022544	1	2	3	2
Fri Dec 08 00:02:28 2023	1702022548	0	2	3	2
Fri Dec 08 00:02:29 2023	1702022549	0	2	3	2
Fri Dec 08 00:02:28 2023	1702022548	0	2	3	2
Fri Dec 08 00:02:32 2023	1702022552	1	2	3	2
Fri Dec 08 00:02:29 2023	1702022549	1	2	3	2
Fri Dec 08 00:02:22 2023	1702022542	1	2	3	2
Fri Dec 08 00:02:31 2023	1702022551	0	2	3	2
Fri Dec 08 00:02:28 2023	1702022548	1	2	3	2
Fri Dec 08 00:02:28 2023	1702022548	1	2	3	2
Fri Dec 08 00:02:21 2023	1702022541	1	2	3	2
Fri Dec 08 00:02:31 2023	1702022551	0	2	3	2
Fri Dec 08 00:02:27 2023	1702022547	0	2	3	2
Fri Dec 08 00:02:23 2023	1702022543	0	2	3	2
Fri Dec 08 00:02:33 2023	1702022553	0	2	3	2
Fri Dec 08 00:02:28 2023	1702022548	1	2	3	2
Fri Dec 08 00:02:30 2023	1702022550	0	2	3	2
Fri Dec 08 00:02:26 2023	1702022546	0	2	3	2
Fri Dec 08 00:02:25 2023	1702022545	1	2	3	2
